Business ID,Industry,Date Established,Number of Employees,Legal Structure,Location,Tax ID,Average Profit Margin,Ownership,Average Annual Revenue,Average Annual Expenses,Average Profit/Loss,Average Gross Margin,Net Worth,Working Capital,Sales Channels,Average Marketing Budget,Customer Acquisition Cost,Customer Retention Rate,Total Social Media Followers,Advertising Spend,Sales Conversion Rate,Sales Growth Rate,Employee Turnover Rate,Training and Development,Payroll Expenses,Is Active
BID-2014-5386,Agriculture,2018-07-02,16,Sole Proprietorship,Kaduna,TIN-2351531223,0.29829106268538985,Investor-backed,1553977.5868090221,901378.7009170646,446132.7279983355,602623.8827886676,444672.3478899075,79088.17685647427,Physical Store,45029.15523782688,821.5281145068822,0.5646514856378455,566,22680.231804903648,0.1463047469231432,-0.06634401400198048,0.23270035382161117,359.60713764473377,17623.544685856512,1
BID-2014-8517,Education,2023-12-03,5,Partnership,Port Harcourt,TIN-7805745017,0.33271920716183206,Investor-backed,1321324.456030071,881694.4306162067,439630.0254138643,393252.46495480736,375780.7885078318,66715.1254094854,Physical Store,5590.063623576531,452.478599049107,0.7273234413341887,1393,3388.0310551738585,0.17738351157412668,0.16304515692013735,0.2946021109504891,320.00276366644135,6219.948216895418,0
BID-2014-3266,Poultry,2016-06-17,2,Partnership,Abuja,TIN-4246059658,0.22692883461209223,Family-owned,1030142.3315551246,796373.3327707367,233768.99878438795,429297.0182467506,147578.45759601935,7310.016810988114,Online,47742.50027312678,5123.182221246758,0.8761834337411658,982,30940.170875781714,0.14682084438607518,-0.02915572823718042,0.2856637125175451,110.18665290140987,2030.913233057735,0
BID-2014-3621,Photography,2021-01-14,7,Corporation,Jos,TIN-3561557300,0.2844706814194224,Investor-backed,624175.3395356921,446615.75537277444,177559.5841629177,156573.0257206271,282832.6186045916,93934.7035452742,Physical Store,31135.35410825932,896.7166485103355,0.5388705975083075,1428,17312.303221848048,0.15440446950124598,0.128024468035746,0.27547461438559107,842.4154877418791,10628.307566546158,0
BID-2014-8668,Poultry,2020-09-06,11,Partnership,Enugu,TIN-9639245200,0.15719165335644592,Family-owned,742721.8406521296,524651.6481947271,109044.50872595748,295049.6147295744,260557.77544185953,52644.04799528396,Distributors,39993.84080236895,797.3216387542379,0.7807867509030814,1128,25404.01019922129,0.1697442768450163,0.15998557231110608,0.11879638796817381,1002.6438769288006,15131.412479039385,1
BID-2014-9797,Photography,2023-12-04,7,Partnership,Benin City,TIN-5774080233,0.2227500218292968,Investor-backed,708951.2878789951,473155.1537338795,177164.50706026878,144955.7218787389,265899.19742685417,78149.38754436803,Online,3532.404337261777,161.45971708922548,0.5341389859975072,1544,2530.098908011524,0.08237315412452648,0.1491561903276001,0.24521826674453231,1124.0582358463976,11462.009310487447,1
BID-2014-1053,Food Services,2019-02-02,6,Corporation,Ibadan,TIN-4272602734,0.2683085737883092,Family-owned,578122.8899610448,423007.56188122125,155115.32807982352,145680.20193216644,86654.15090883216,28773.075325636557,Distributors,14716.7609503512,508.9352168848098,0.7640789506870925,1830,11702.161486780735,0.13238399970591808,0.18583836908002496,0.22234414924687046,499.5818738863307,9326.124315068406,0
BID-2014-9317,Fishery,2017-05-07,12,Sole Proprietorship,Port Harcourt,TIN-4944899549,0.36517820784792504,Investor-backed,78067.30282802394,49558.825089764905,28508.477738259033,26718.702138149954,57938.738718990724,51703.50813609907,Physical Store,20526.7319854713,493.89640384556407,0.6735406596951892,1387,15477.924855549492,0.12102076561708487,-0.030719252035993933,0.17492252292529425,878.9182866189084,12543.648117264534,0
BID-2014-2832,Electrician,2014-03-21,8,Partnership,Kano,TIN-1248786714,0.37882937577987114,Family-owned,367722.1328087879,228418.18677639193,139303.946032396,138165.2203897132,470712.8182982292,59670.0468982085,Online,27735.22267648081,727.4454958766568,0.6833011561966067,1030,18151.06839239284,0.1082254889309783,0.15731528737694125,0.2810701283912127,559.5400748704786,15689.524510591313,0
BID-2014-8962,Microfinance,2022-03-17,8,Sole Proprietorship,Enugu,TIN-4289233844,0.19509796797509288,Family-owned,295366.44424482284,188478.89709589124,63970.06087052315,106184.51197431538,21403.248510554673,82374.5058459489,Distributors,31818.199492214317,881.9010336417894,0.7786948661456603,753,25264.554591188058,0.09227821621601,-0.052734068951337504,0.1564069145142613,493.36260230344305,14427.847443078788,1
BID-2014-3705,Mechanic,2019-05-01,6,Corporation,Kaduna,TIN-6633778586,0.2883945742621651,Investor-backed,1094813.6137919636,608141.1776956402,272178.0548155797,409549.7052729283,430622.2484030758,45754.432600626744,Physical Store,45225.09242729877,2495.0320182775017,0.541249547534373,1580,37563.19233043089,0.16263066016872463,0.20181714963387296,0.2791046456992401,405.0134020757421,7920.297606183671,1
BID-2014-8397,Agriculture,2019-10-21,10,Sole Proprietorship,Kano,TIN-5569956444,0.11498140988475859,Family-owned,672661.593301309,595318.0149281964,77343.5783731126,262036.10641382015,229738.3057693767,32855.02331131613,Distributors,39787.373142566576,956.7785397534476,0.800949811775072,1297,21345.22707323434,0.0992996818054874,0.1690073824308154,0.11151175200332886,955.8657567526009,14944.203047025814,0
BID-2014-4770,Fishery,2020-03-18,13,Sole Proprietorship,Lagos,TIN-9894847574,0.3571024953841493,Family-owned,360985.75994255696,178905.95606234722,146965.2256903923,64098.28259092718,51212.33499634874,71592.0674886164,Online,4986.090251453088,286.3666395867412,0.7824968908625984,1678,4460.834719351542,0.06091445095462904,0.22874402371614252,0.1741284294133782,1518.9973833051977,17865.520344829565,1
BID-2014-1514,Microfinance,2014-10-04,11,Partnership,Abuja,TIN-3208283728,0.37494978499039944,Investor-backed,783706.1917852857,489855.7236797481,293850.46810553764,256480.8629585922,454113.64869642066,15563.760819084377,Distributors,3758.86050841003,231.62824838562543,0.6874642567976506,1737,2056.1361612898595,0.12389376564362889,-0.09545854209303238,0.24920897585308466,1209.4723105167802,18141.3133232767,0
BID-2014-4510,Poultry,2019-06-12,10,Sole Proprietorship,Kaduna,TIN-7769777475,0.3329212484441642,Family-owned,1743768.2999694475,1163230.7805462612,580537.5194231863,868203.820331428,46160.31672034544,57616.15701812547,Physical Store,35091.68576024624,1245.1966079441004,0.751759455254105,1491,26354.67125716848,0.19539538034286486,0.10923913766805954,0.28023160209819775,374.463943024678,15843.143119231005,0
BID-2014-7669,Tailoring,2023-01-21,5,Sole Proprietorship,Abuja,TIN-8125276666,0.21396022065953899,Investor-backed,938530.6679321402,737722.439125635,200808.2288065052,318264.6856986449,183142.59173276587,60447.330625832845,Physical Store,35209.923986967515,2239.542471791179,0.8944842977918412,700,21964.3395300073,0.061660195544747734,0.28975792306646664,0.23694623451077584,299.3610198521951,9068.975098534742,0
BID-2014-8651,Microfinance,2018-08-11,13,Corporation,Lagos,TIN-1422701550,0.215975441219263,Investor-backed,1733223.1565859024,1148715.9667964135,407405.5389578649,673705.4507848377,32157.14835203281,7504.8625772389405,Distributors,8370.427664072882,190.69293397703538,0.8949104517259778,933,5460.501577371129,0.10646950503170745,0.2242213323127332,0.2684237846271417,2229.670960364004,25608.88717158984,1
BID-2014-2790,Tailoring,2017-10-21,10,Sole Proprietorship,Kano,TIN-7598297060,0.14058328712348395,Family-owned,159932.21846930787,137448.4214799414,22483.79698936647,68882.2026793009,472935.20764238975,85716.5021143541,Physical Store,47748.500335677396,1394.239516518192,0.551663766060598,1023,28241.190597971625,0.08710221526147965,0.08021765412403742,0.22362564809157914,813.3328255725004,16717.006844058567,0
BID-2014-5563,Transportation,2016-01-22,10,Sole Proprietorship,Abuja,TIN-3363629219,0.243950949666402,Family-owned,1556020.8638844967,1176428.0964391385,379592.7674453582,573053.5288931321,439560.26530258905,43330.87229017772,Distributors,31395.168016319767,822.6557428962976,0.8020549022694476,1576,18372.002260970647,0.07010228426759611,-0.08848692947466441,0.1029089331335764,545.9924563360868,11363.714755867697,0
BID-2014-1241,Agriculture,2020-01-24,17,Sole Proprietorship,Port Harcourt,TIN-7040502394,0.29552335989301,Investor-backed,2081502.4580503972,1277293.2564852822,725152.39252689,578314.5311464741,314822.483111658,86924.55233094079,Online,25113.69836089737,726.6565102246999,0.8706350500645978,1037,17169.087935996766,0.19242809354864632,-0.04117060762838483,0.19852361879857391,1558.4879762607407,33660.55377985311,1
BID-2014-7570,Retail,2023-09-12,4,Sole Proprietorship,Jos,TIN-6971815972,0.3615862483126683,Investor-backed,343881.31125948275,192363.93180809187,139927.6984644941,91509.56025381877,449426.3208539458,50026.355824972874,Physical Store,3002.5621970574643,447.94564565670106,0.5769156075234683,1243,1835.8750267058447,0.1501336607781541,-0.031072051519348068,0.11774050675141112,139.59753796302468,4708.0419371069875,1
BID-2014-8973,Education,2018-09-29,6,Sole Proprietorship,Ibadan,TIN-9841118422,0.1928815514111904,Family-owned,1031663.678166971,832674.7873875506,198988.89077942038,476704.53658760607,461227.47626058845,10802.406186212056,Distributors,10041.529948462488,910.8472788132211,0.7993038761534634,1106,6508.807660331059,0.09153164722208057,0.22248051191722454,0.2236509543060592,441.01993141898805,8907.137911146128,0
BID-2014-1936,Retail,2017-07-08,10,Corporation,Abeokuta,TIN-1676168421,0.18599512423463427,Family-owned,542252.0414708405,441395.80565098743,100856.23581985303,195012.2953979525,62514.285556490264,47504.17484822819,Online,19486.92399212651,1803.8691419590596,0.6076972923797523,1484,12253.994883730025,0.12989258996825348,-0.003011798546108141,0.16549947043558294,358.3580781241804,12114.480069965446,0
BID-2014-2113,Baking,2014-10-08,10,Sole Proprietorship,Jos,TIN-3553440342,0.2504673403212828,Family-owned,1588883.9152843098,1190920.3869437822,397963.52834052755,597503.5070321128,375265.3423503217,46007.65689181954,Physical Store,32649.944825248458,994.4812332246919,0.6452329185594541,569,20975.58779383075,0.06913704541933458,0.013510362319489794,0.22115496387137742,774.3067611232275,19865.152487929798,0
BID-2014-9565,Electrician,2021-05-16,5,Partnership,Kano,TIN-2349409434,0.34402989278460827,Investor-backed,467195.3355139393,238332.75176771445,170926.5900961397,170411.91439421067,49314.53537420468,54828.58200917419,Physical Store,20494.92435324134,840.3206750242455,0.5448155608672209,727,17342.863405576052,0.11155952404844924,0.29295144676344254,0.15158056540898796,305.9132320222852,9085.360354746399,1
BID-2014-5915,Transportation,2015-06-21,6,Partnership,Abuja,TIN-5334976883,0.3160062719019148,Family-owned,1164644.7444663048,796609.7006773496,368035.0437889552,346020.3453645817,218463.8549220442,53222.98597502323,Online,15142.897108772533,759.0532171620033,0.744248016976653,1285,8506.448040317464,0.08636145986226204,-0.05406527010431859,0.20651788651031716,214.58061315424828,8886.840611128904,0
BID-2014-4492,Poultry,2020-01-12,6,Partnership,Port Harcourt,TIN-9303285822,0.3032938465075831,Family-owned,2204802.8386653373,1379772.5096313937,704257.9902650961,800983.4785267386,382511.6513459464,61585.68035774521,Online,46546.92806814347,1794.762635388111,0.6395473066171982,1380,41241.07931191849,0.12073642828252378,0.06473636565890742,0.24617349504072886,641.3029805565296,6745.783340913268,1
BID-2014-5669,Education,2018-02-22,11,Partnership,Enugu,TIN-8316648259,0.14745136697251834,Family-owned,1170222.5707008282,997671.6529888966,172550.91771193163,304829.1663771027,90191.41200419521,20605.25080344433,Distributors,18582.693722051623,374.67507593972107,0.7092261699076478,794,12208.421754606805,0.17218620803470736,0.16607888827848008,0.18782698171404366,1002.238071184341,19982.593834187348,0
BID-2014-5905,Baking,2023-03-01,8,Sole Proprietorship,Port Harcourt,TIN-2135872495,0.3303361914559548,Family-owned,1030304.7606803343,689957.8099982537,340346.9506820806,374068.48228221457,454171.334372628,64302.60961182925,Distributors,17410.37511819722,1397.670833977697,0.7510832212285672,1411,14234.898118495968,0.06753470610625462,0.2759328494453901,0.2066922183952643,1186.0410940861127,12960.582047428108,0
BID-2014-3546,Mechanic,2020-03-16,10,Partnership,Kaduna,TIN-2472659626,0.176816112228197,Investor-backed,656554.7885088839,440036.09394259914,131191.98877004522,229183.3260475588,439615.1620132572,37497.76612801121,Distributors,7246.944454267138,279.8967537271332,0.8385809166938073,761,5934.65431891318,0.17318859570080194,-0.05574730521791711,0.1458502790465283,894.408137743834,11499.174273487737,1
BID-2014-5114,Microfinance,2019-06-25,4,Sole Proprietorship,Abuja,TIN-8019198243,0.3244602823279142,Investor-backed,1108312.6645278125,748709.2244875156,359603.4400402969,523716.7115726007,295861.979435399,43080.884592545786,Online,29725.261768823064,2457.807495269289,0.5613405612464321,743,22132.88576759172,0.11930087054661992,0.2789133358447261,0.2744247817888303,385.1285318007574,4072.440735283362,0
BID-2014-6464,Photography,2014-01-15,19,Sole Proprietorship,Ibadan,TIN-8325785916,0.35423828712572164,Family-owned,1686071.0473162024,922867.9678586309,676604.7594502415,467662.5615460211,370857.6754561142,93764.86640305641,Online,49257.218749154395,595.2084105927569,0.5452952183363021,1672,27084.824157731364,0.18883527693601648,0.08033574856165285,0.27397927241242565,2244.7608384384494,36495.99576973008,1
BID-2014-3442,Poultry,2014-11-05,14,Sole Proprietorship,Benin City,TIN-5931025271,0.1591439654205966,Family-owned,703634.6212095068,591655.4173830064,111979.20382650034,334899.60170851037,179709.537239321,37960.55418014163,Online,23169.536290501976,1058.5500525773143,0.5898419291759928,-160,13219.490019262279,0.1606251872164623,0.08088717635592288,0.18378508990090958,1954.8116653722964,20977.148818352718,0
BID-2014-6974,Photography,2017-06-16,8,Sole Proprietorship,Benin City,TIN-5736462531,0.20093878839498686,Investor-backed,75534.1903472506,60356.44165647775,15177.748690772845,17040.8834918682,498468.3834045142,52708.52598146805,Distributors,11285.374061683702,307.187510792213,0.7999841881596712,446,6568.718061929357,0.1393077525980066,-0.07316940904462901,0.10730993356961899,550.2439968253452,9525.501765309333,0
BID-2014-3532,Tailoring,2022-05-28,1,Sole Proprietorship,Port Harcourt,TIN-9080621072,0.242682919201726,Family-owned,933913.2277586538,707268.4393650773,226644.7883935765,343579.2980105248,86067.72050604913,22283.172397050756,Online,14266.488984034135,3989.5123806064153,0.6493237265119012,379,9465.725111764794,0.1792678431520276,0.27844618485345307,0.13123051947323808,79.23957947255468,1025.3863556603449,0
BID-2014-6442,Photography,2022-04-05,7,Partnership,Kano,TIN-2145921803,0.19843217692038145,Family-owned,559216.4818757168,401261.5284098297,109784.37234852856,198147.7691330094,126709.56271289599,14446.93231213779,Physical Store,41680.77336378259,2300.1188698113506,0.8422785872425143,1244,31978.908747936435,0.08647582864991812,0.18890677274226367,0.15862954605220264,773.5373288107304,8434.890067910746,1
BID-2014-1634,Microfinance,2023-10-13,1,Partnership,Kano,TIN-9239688178,0.3455693694730609,Investor-backed,127449.09164879285,66580.33100165256,52011.29937390005,47593.095657895494,410547.34525183606,37472.648411298214,Physical Store,14135.118400320936,4042.5373392906135,0.7361179770059231,1882,9382.392071438147,0.08891351501469388,0.05187696326690677,0.18722530582706332,67.60292377339724,1552.04718085198,1
BID-2014-4728,Tailoring,2023-03-15,10,Sole Proprietorship,Kano,TIN-7006365648,0.2537706405251458,Investor-backed,2236682.097587423,1301060.2556622517,489952.3259077618,571112.0354244737,21009.961076857526,30524.349141569877,Online,7828.447629568383,180.39057637160693,0.603155074173281,1075,6996.760182012459,0.13124513219913003,0.1533912879304589,0.1343358571696607,637.5033281722916,15256.901823026858,1
BID-2014-5573,Electrician,2022-09-03,20,Corporation,Enugu,TIN-7597996327,0.31778343379383817,Family-owned,1413491.2135782284,801063.554369203,467644.20190810174,527128.0473583344,111146.42316269557,6044.603722555646,Online,30273.242006345106,444.9241898465963,0.8495560310250061,1358,23189.74747982606,0.0705328445103211,0.2600074567392421,0.282882389184992,1257.6858671169146,23507.425572468994,1
BID-2014-5279,Education,2023-11-02,10,Corporation,Ibadan,TIN-1164313410,0.17858991507208888,Investor-backed,431308.4244527983,307414.8345478547,74355.19202032217,102397.27420037298,200754.8508805685,32425.90499321649,Physical Store,28753.827374547964,990.0768351431547,0.61884868624927,622,22010.148136195046,0.10335090746974238,0.18761836207369822,0.24651441944205005,720.4082818139918,19368.29739324758,1
BID-2014-6139,Shoemaking,2022-03-04,1,Corporation,Enugu,TIN-5791662169,0.25109012583962903,Family-owned,176157.82564883836,112546.42774293358,50415.98340962731,64811.9508285455,62233.14403554818,12138.089264901831,Physical Store,22306.539591583565,11234.109702386611,0.7753609585710944,1493,18461.80510729474,0.1592283134305405,0.0981965264824794,0.23893929417088536,75.16450008464253,1799.415878968979,1
BID-2014-8144,Retail,2014-07-01,9,Corporation,Enugu,TIN-6141226746,0.3589544107243115,Investor-backed,1838761.4721513735,1178729.9314527097,660031.5406986638,469876.8834627734,275531.4642153955,87929.85440825879,Online,34921.55166137477,882.5026739538645,0.7635133466842869,1310,20948.293538514838,0.15983373296143422,0.22262445914457993,0.14424188836392043,1327.2578120251326,13404.824672788265,0
BID-2014-6409,Fishery,2021-06-13,14,Partnership,Abuja,TIN-7049001493,0.3458273964618,Investor-backed,1854234.2189605483,1212989.2265870427,641244.9923735056,389729.9823190767,351735.9309509516,33248.15570039232,Distributors,24236.496616215725,389.1888337622608,0.8777065956453736,1066,20305.815764036768,0.1886594293064796,0.2884232980661471,0.26578309483013546,424.0229355909499,18467.40662540558,0
BID-2014-3085,Tailoring,2017-04-26,16,Partnership,Jos,TIN-4877520294,0.191113367236558,Investor-backed,200058.74317695785,161824.84312329566,38233.90005366219,43934.28085505597,164492.26553699907,56251.67277565703,Physical Store,44412.90966357317,801.4565383592928,0.7503565505748037,552,26345.01807478922,0.16860847472584456,0.02750100117282797,0.27401977478018597,355.6974035040233,16390.41250490461,0
BID-2014-1006,Mechanic,2020-02-23,16,Partnership,Kano,TIN-8106906538,0.10061976683999871,Investor-backed,1607627.3097586476,1445868.224685118,161759.0850735295,515371.99595806794,245139.05394891533,64613.019005745155,Physical Store,21470.572326199355,499.70089156590444,0.8073093655458072,658,17069.81182421523,0.18105156712795084,0.293633387679718,0.12209482262627894,958.7099017094575,19820.434332292836,0
BID-2014-4501,Poultry,2018-12-17,9,Partnership,Port Harcourt,TIN-3829742424,0.3946378195799759,Investor-backed,132081.71979090566,79957.2778862493,52124.441904656356,41645.10131367813,343027.1685196042,25734.119347181095,Distributors,21461.458013461488,527.979758624381,0.5357644009249038,1117,18840.859658882608,0.19249417759253384,0.2145380057662208,0.22268227784214153,440.60849477136566,13206.613601248826,0
BID-2014-6491,Agriculture,2021-06-12,2,Sole Proprietorship,Ibadan,TIN-1855256552,0.21767896153634228,Family-owned,1316810.9655351185,1030168.9220177657,286642.0435173528,333098.40758778004,118038.24244438592,22711.63490370418,Online,48486.028876899756,5345.589224554494,0.5231370706253585,1036,42236.224035894986,0.166937671035013,0.04005010366669204,0.13477904984389746,206.27092141307833,3989.8156452928706,0
BID-2014-8784,Fishery,2016-09-29,11,Sole Proprietorship,Abeokuta,TIN-8285786023,0.3326678284490017,Investor-backed,1640874.5937317046,1095008.4058778405,545866.1878538642,620056.9411535459,294242.24184052745,13691.249552786712,Physical Store,44548.65591357988,839.7695802377057,0.5518059685131217,242,37636.97858685116,0.1816191293945571,0.006240017035482423,0.23104839612780434,1275.2645713976403,19904.67682197366,0
BID-2014-3417,Baking,2016-09-26,5,Corporation,Lagos,TIN-4803044105,0.18297396589342452,Investor-backed,556519.8783326361,454691.22909558757,101828.64923704852,148064.874294527,344796.794193202,12232.431651578518,Online,30027.98144831636,1397.0649150962909,0.6922346309306592,995,19191.594101134444,0.1776810371073153,0.09805861080558972,0.2131463927991582,347.03271546958416,8390.080762795318,0
BID-2014-9486,Transportation,2015-12-22,14,Sole Proprietorship,Enugu,TIN-4643576871,0.13981173971205932,Investor-backed,1708634.3717337716,1469747.2276898515,238887.1440439201,699243.9881602139,343268.9781625472,63768.080930442506,Online,43720.33285951637,2795.802419812981,0.8523483036795714,1253,36302.15971602044,0.1629074959336462,-0.036557957882770525,0.16702377085182837,1256.1265176473225,15804.178144628231,0
BID-2014-8612,Baking,2022-12-27,14,Corporation,Enugu,TIN-7852415525,0.3980842384849499,Investor-backed,1039562.0808336306,625728.8015271449,413833.2793064858,513913.5996413418,319588.6282381675,29681.34020109518,Distributors,6242.051302520962,110.24938239081672,0.8119381580604574,255,4472.471152234993,0.14510085546494172,0.11599415188634218,0.1683744332077372,1940.4892848911675,27481.888054025923,0
BID-2014-9270,Shoemaking,2023-02-21,15,Corporation,Abeokuta,TIN-4853479481,0.3796488822684484,Investor-backed,1391377.158486586,863142.3754533039,528234.7830332821,306388.45824551187,295263.5254863739,37858.89041053089,Physical Store,48700.95948969245,665.9261669589454,0.8486147224609506,486,38953.98514048059,0.14313732766512158,-0.08170318647499486,0.2516526391858045,372.3682752119891,16951.293601959478,0
BID-2014-5050,Microfinance,2016-11-27,1,Corporation,Ibadan,TIN-7533932947,0.19501138701804843,Family-owned,1552294.4647251968,1249579.3680986972,302715.09662649967,774808.1456160474,218828.83809562674,47881.76731131917,Physical Store,11817.71102664926,8888.677003793307,0.7774728903125955,796,9125.633155626814,0.07454357317875038,0.21792381949997178,0.15465190539964185,158.9473784451917,1654.5112142811354,0
BID-2014-2269,Food Services,2018-12-07,2,Partnership,Kano,TIN-6461974809,0.20844221570077442,Investor-backed,1090205.0395431137,687442.8179569667,262025.15501472022,430059.6627052564,210573.6630943711,89939.42434951777,Distributors,32931.674443418364,6655.269168722326,0.5124536331538045,654,27851.743016189903,0.08449319088366294,-0.014758118389966685,0.29363868558294437,102.65928069612599,2946.419813383114,1
BID-2014-3267,Education,2014-11-27,5,Sole Proprietorship,Jos,TIN-3980491761,0.17169280271710027,Family-owned,1697327.2948279309,1405908.4144506895,291418.8803772414,356027.7306396785,461215.4454296866,63581.779879470116,Online,7134.103817924972,381.27236630675475,0.5469232755849578,1161,4794.990680033637,0.16948059364642648,0.09260894060502003,0.1983189093482874,150.88623932357146,6002.623633501684,0
BID-2014-7678,Electrician,2018-08-27,7,Corporation,Abeokuta,TIN-2785736751,0.26343395527545965,Family-owned,655205.8199009688,482602.3592449561,172603.4606560127,248982.25053657492,152914.66356755857,71023.27918202154,Physical Store,24544.84041563362,2469.7855993036583,0.5158475301393428,-211,14648.802722914908,0.1790183595783807,0.21194039555733993,0.12849910858030264,833.1613253615208,13906.638152870024,0
BID-2014-1320,Microfinance,2018-05-15,5,Corporation,Jos,TIN-3048612358,0.3020616075268024,Investor-backed,69053.15246740813,48194.84622830945,20858.30623909868,21074.198975471718,26269.523307769618,12464.95722972697,Physical Store,34783.783487726025,1655.4456437161884,0.7270163393046233,1018,20176.684848193792,0.10953849143023942,-0.04691369838277586,0.12091356806688006,413.9567506919026,5837.412911295349,0
BID-2014-7389,Microfinance,2022-06-14,13,Partnership,Enugu,TIN-6242173772,0.23761109940967887,Family-owned,151344.0031203712,115382.98814987793,35961.01497049327,62690.633089534174,402846.760704198,37247.76829156658,Physical Store,27832.026431533075,501.482615810479,0.857926662424211,1196,18951.586995838148,0.17222376706197684,-0.06795406144612995,0.20528053218722264,1677.851389547515,21366.510037554825,0
BID-2014-8956,Retail,2018-11-21,4,Partnership,Benin City,TIN-8722962486,0.1384649300223396,Family-owned,361112.12622071727,311110.7609333474,50001.365287369874,157773.33734040754,332766.8099954293,52328.5930630482,Physical Store,49820.36188678035,2542.2844559860528,0.5913818965325195,735,37869.96535861946,0.13330453264064468,0.18768071130890554,0.23604564848625825,123.67701414155253,4798.169803716581,0
BID-2014-9751,Retail,2015-06-07,7,Partnership,Kaduna,TIN-1116402431,0.18184927907010762,Investor-backed,1743131.385546342,1426144.199760262,316987.1857860801,529529.3199694738,191808.99386245533,98826.7085549255,Online,22492.155540289932,823.6708122386173,0.7314701634289573,1786,15624.571181006031,0.05601637871187237,0.24681259844897943,0.2801403728022517,704.7138525898705,13113.962666571624,0
